word,translation
Paket,"packet, package, parcel (the term is almost exclusively used for packages sent by mail)"
Dankeschön,"thanks, thank-you message, word of thanks"
September,September
klappen,"to clap (make a soft clapping sound, particularly of something being closed)"
Cousine,female cousin
Adrian,"a male given name from Latin, equivalent to English Adrian"
schüchtern,"shy, timid, bashful"
Albtraum,nightmare
Boy,bellboy
gestehen,"to confess, to admit (to a mistake, misdeed, something embarrassing)"
Whisky,whisky (alcoholic drink)
Rasse,"race (subspecies), breed"
vorbeikommen,to come over
verschlossen,locked
blasen,to blow
verpflichtet,"committed, bound, obliged, indebted, beholden"
Kultur,culture
Zorn,anger
unterbrechen,to interrupt
Tropfen,drop
gefälligst,"used to sharply reinforce a demand or order, demanding obedience and often expressing annoyance, including in indirect speech"
Religion,religion
jahrelang,longstanding
Ausnahme,exception
verteilt,distributed
Besucher,visitor
Queen,The Queen of England (and various political superstructures which contain England) or Scotland
Verkehr,ellipsis of Straßenverkehr (“road traffic”)
Knall,crack
Tempo,"tempo, pace (rate, speed)"
Sitzung,meeting
Blume,"flower, blossom (colorful, conspicuous reproductive structure(s) of an angiosperm)"
Toast,toast (salutation)
Therapie,therapy
Version,version
sichern,to secure
Entfernung,distance
Tara,tare (the empty weight of a container)
Fremder,stranger (someone whom one does not know) (male or of unspecified gender)
Schauspielerin,"actress, actor (female)"
Kanal,canal (man-made watercourse)
ausgesetzt,exposed
bestimmen,to determine
Rettung,rescue
Parkplatz,"parking lot, outdoor car park"
geladen,"charged, loaded, laden"
Weihnachtsmann,"Santa Claus, Father Christmas"
lediglich,merely
Beginn,"start, beginning"
ausrichten,to align
Tradition,tradition
Papst,pope (head of the Roman Catholic Church
Juni,June
Kofferraum,"boot, trunk (luggage storage compartment of a car)"
Eingang,entrance (doorway or passageway into a building or other enclosed space)
faszinierend,fascinating
Zirkus,circus (arena in Antiquity)
Schuh,shoe
entdecken,"to discover, to spot, to learn for the first time"
Existenz,existence
Verfahren,"procedure, process"
Mittwoch,Wednesday
Marke,"mark (like trade mark), brand"
flammen,"to flame (burn with a flame, also figuratively)"
hilfreich,"useful, helpful"
pflanzen,to plant
erden,to earth
Drama,drama
letztendlich,"eventually, finally, ultimately, at last"
täuschen,to deceive
sowie,as well as
Charakter,character
Nebel,"fog, mist, haze"
Wolle,wool
abwarten,to await
Salz,"salt, table salt, sal"
Trauer,"grief, sorrow"
riesig,"gigantic, huge"
Experiment,experiment
Königreich,kingdom
Patientin,patient (female)
malen,to paint (do paintwork)
Krankenstation,infirmary
gewünscht,"desired, wanted"
Block,bloc
Coach,coach (trainer or instructor)
illegal,illegal
gewachsen,grown
Betrüger,"fraud, impostor, imposter, fraudster (person)"
bestrafen,to punish
Zelt,"tent, marquee"
enttäuschen,to disappoint (displease by not fulfilling an expectation)
gemütlich,"cosy, gemütlich"
Florida,Florida (a state of the United States)
Olivia,"a female given name, equivalent to English Olivia"
stürzen,"to fall down, to drop, to tumble"
Ausflug,"excursion, outing, short trip"
Anwesenheit,presence
akzeptiert,accepted
Nicole,"a female given name, masculine equivalent Nikolaus, Nikolas, or Niklas"
ohnmächtig,"unconscious (Having lost consciousness for a short time as in ohnmächtig werden (""to faint, to pass out"").)"
Schnaps,"spirit, booze, hard liquor"
Verständnis,"understanding, comprehension"
Rakete,"rocket, missile"
mitteilen,"to inform about, to tell, to disclose, to impart, to report, to announce"
aufmerksam,"attentive, alert, observant"
Sarg,coffin
GUS,"initialism of Gemeinschaft Unabhängiger Staaten (“CIS, Commonwealth of Independent States”)"
Christine,"a female given name, equivalent to English Christina"
zurückgeben,"to give back, return"
arten,to become [with nach (+ dative) ‘like’]
Panzer,"armour, armour plating, shield"
attraktiv,"attractive, fetching"
deutsch,German (of or pertaining to the German people)
vertragen,"to tolerate, bear"
Passe,yoke (part of an item of clothing which fits around the shoulders)
Puls,pulse
erschrecken,to be frightened
Herausforderung,"challenge, that which encourages someone to dare more"
Treue,"faithfulness, loyalty"
Dummer,fool
friedlich,"peaceful, placid, tranquil"
Episode,episode (something that took place)
Mona,a female given name
Moskau,"Moscow (a federal city, the capital of Russia)"
Wohnzimmer,living room
Penis,penis
Geständnis,confession (open admittance of having done something)
Truppe,"troupe (company of actors, etc.)"
Witwe,widow
Werbung,"promotion, solicitation, recruitment"
out,out of fashion
Nahrung,"nourishment, food"
Louise,"a female given name from French Louise, variant of Luise"
Unterwäsche,underwear
hurra,hooray
Aufregung,excitement
besetzt,occupied
Ethan,"ethane (aliphatic hydrocarbon, C₂H₆)"
baden,"to bathe, to give a bath to or have a bath."
Eimer,"bucket, pail"
F,"The sixth letter of the German alphabet, written in the Latin script."
schwören,to swear
Michelle,a female given name
Aktion,"operation, campaign, measure, organized course of action"
absichtlich,intentional
betrachtet,"considered, regarded"
Unterschrift,signature
Serie,series (a number of things that follow on one after the other)
abhalten,"to keep off, away, or out"
rechnen,"to count, reckon, calculate, compute"
irgendwer,someone
Partei,political party
Mars,Mars
Symbol,"symbol, icon"
Maus,mouse (animal)
Daumen,thumb
vorm,Contraction of vor and dem.
Marine,navy
zurückgehen,"to go back, return (to a place)"
höflich,polite (well-mannered)
Kanone,cannon
Oscar,"a male given name, variant of Oskar"
Thron,throne
Aufzug,"Clipping of Aufzugsanlage: lift, elevator"
bewusstlos,"unconscious (not conscious, not awake)"
Affe,monkey or ape (male or female or of unspecified sex)
Ärztin,"doctor, physician (female)"
X,"The twenty-fourth letter of the German alphabet, written in the Latin script."
Fahrzeug,vehicle
Dennis,"a male given name, an English-type variant of Denis"
wegnehmen,"to take away from, to remove from"
Whiskey,whiskey
betrügen,to deceive (usually deliberately)
beißen,to bite
verlaufen,"to get lost, stray"
Amt,agency
Genosse,"partner in something, mate"
bewiesen,"proved, proven"
Mia,a female given name
durchaus,"absolutely, fully, entirely"
Zentrum,"center, centre"
Motel,motel
Finn,"a male given name from Danish, Norwegian, or English Finn"
befragen,"to question, to interview, to interrogate"
vollständig,complete
herunter,"down, downwards (to the own location downwards)"
verarscht,"pranked, punked"
Gerede,"gossip, gossiping"
Liege,"a flat or slightly inclined piece of furniture upon which one can recline or lie down, such as a couch, daybed, chaise lounge, a doctor's examination table"
Stufe,"step, tread (of a stair or ladder)"
Kummer,"grief, sorrow"
Regisseur,director (male or of unspecified gender)
privat,private
ausschalten,"to turn off, to switch off, to power down, to disable (to stop a device or disable its function)"
Psychiater,psychiatrist (male or of unspecified gender)
zurzeit,currently
billig,"appropriate, meet, fair"
füllen,to fill
Rand,"edge, brink, rim (outer part of something)"
Brieftasche,"wallet, purse"
Apparat,"apparatus, device, machine (complex instrument)"
Enkel,ankle
versagen,"to fail, to give out, to break down"
gerissen,cunning
haaren,to moult
heftig,"fierce, heavy, vehement, severe, violent"
Betrug,fraud
Einbruch,"burglary, break-in"
Brand,"fire, blaze (destructive occurrence)"
gelangen,"to reach, get to, end up in (a place, location)"
Papi,daddy
Fußball,soccer
Kompliment,compliment
Yang,yang
einsetzen,to put in
übertragen,"to transfer, transmit"
wußte,Formerly standard spelling of wusste which was deprecated in the spelling reform (Rechtschreibreform) of 1996.
Generation,generation
bestanden,covered in plants
Stimmengewirr,babble of voices
Sandwich,sandwich (snack)
Blödmann,dumbass
Vision,vision
Wächter,guard (person who guards)
intelligent,intelligent
gestatten,to allow
vorhaben,"to intend, to have (something) planned, to have (something) to do"
Zwischenzeit,"meantime, interim (period), intervening period, (First, Second, and Third) Intermediate Period (of Ancient Egypt), interval"
Krankenschwester,nurse (female)
menschlich,"human, manlike"
verderben,to deprive (someone) of (something)
ausgeben,"to spend, to expend"
verzichten,"to give up, to go without, to live without, to make do without, to do without, to forgo, to dispense with"
geliefert,"done for, ruined"
stabil,stable
hinlegen,"to put down, lay down"
durchführen,"to perform, to conduct (a study, a ceremony, an operation, etc.)"
Vergebung,"pardon (forgiveness for an offense), forgiveness (action of forgiving)"
Einspruch,"objection, protest, appeal"
Villa,villa
Entführung,"abduction, kidnapping"
Grüne,greenness
anlegen,to create
Jan,"a male given name, variant of Johann, popular in the later 20th century"
Alpha,alpha (Greek letter)
ekelhaft,"disgusting, gross"
nochmals,"again, once more"
Zoe,"a female given name, equivalent to English Zoë"
Gemälde,painting
Vorfall,incident (event or occurrence)
Krise,crisis (unstable situation)
Zuschauer,agent noun of zuschauen
Methode,manner
Bevölkerung,population
verhungern,to starve to death
Loyalität,loyalty
Kleinigkeit,"bagatelle, trifle, little something, minor thing (insignificant, minor, or little thing)"
kotzen,to vomit
Wodka,vodka
Café,"a café, a coffee shop"
Spinner,agent noun of spinnen
Atmosphäre,atmosphere
Green,"green, putting green"
Alfred,"a male given name, popular in the 19th century"
Kreatur,creature
Gräfin,countess
Koma,coma
Zugriff,access
Houston,"Houston (a large city, the county seat of Harris County, Texas, United States, named after Sam Houston)"
Lade,drawer
Wolken,a surname transferred from the given name
Li,a surname from Chinese
Lydia,Lydia (biblical character)
gefesselt,"tied up, shackled, fettered"
beliebt,popular
anständig,"decent, decorous, reputable, civilized, honest, moral, of integrity"
gnaden,to have mercy
Profi,pro (professional sports player)
Gangster,gangster
glatt,without roughness or unevenness: smooth
Vieh,livestock
grüßen,to greet
Dschungel,jungle
nutzlos,useless
achte,eighth
Bahn,"route, trail"
zustimmen,to agree
Akzent,accent (modulation of the voice)
fröhlich,merry
Kid,kid
Nachbarschaft,neighbourhood
Turm,"tower, spire (very tall building or structure, especially with a tapering top)"
eingesetzt,"used, introduced, deployed, applied"
Faust,fist
putzen,"to clean, especially by rubbing with something wet, to brush (one's teeth)"
Zerstörung,"destruction, demolition"
brutal,brutal
Front,the front end or side of something.
aufgebaut,"built, constructed"
gehasst,hated
Veränderung,change (process of becoming different)
begehen,"to commit, perpetrate (a crime, an offense)"
Zone,zone
Anton,a male given name from Latin
endgültig,"final, ultimate"
Oberfläche,surface
Summe,sum (maths)
angehen,"to concern, regard"
rausgehen,to go out
Klinge,blade (of a weapon or tool)
Marcel,"a male given name from French, equivalent to English Marcel"
Verfassung,constitution
Cowboy,cowboy
Kostüm,skirt suit (women’s business suit consisting of a skirt and jacket)
Verhandlung,negotiation
Erik,"a male given name from Old Norse, variant of Erich, feminine equivalent Erika or Erica, equivalent to English Eric"
Köder,bait
Melodie,"melody, tune (sequence of notes that makes up a musical phrase)"
Bestie,"a wild and very dangerous animal, a beast, monster"
brillant,brilliant
Rezept,"recipe, formula, guidance"
Sau,sow (female pig)
Schnelle,"speed, velocity"
Zwillinge,Gemini
Heroin,heroin
Ausland,foreign countries (collectively)
präsentieren,"to present, to showcase"
exakt,exact
faul,"foul, rotten, rancid"
Telefonnummer,telephone number
Mutti,"mom, mummy"
geradeaus,"straight ahead, straightforward (in a forward direction)"
verschieben,"to move, to shift"
Herrin,lady (female equivalent of a lord)
verlegen,"to misplace, to mislay"
gerecht,"just, fair"
Vernunft,"reason, good sense"
Reese,a surname of northern German usage
Service,service (e.g. in a restaurant)
Zahn,tooth
Freak,freak (in the abnormal person sense)
Erbe,inheritance
Geisel,hostage
Pardon,quarter (decision not to kill a captured enemy)
Kutsche,"carriage, coach (a wagon, usually upholstered, pulled by horses)"
ward,"archaic form of wurde, first/third-person singular preterite of werden"
Kanada,Canada (a country in North America)
Fürst,prince (sovereign prince)
Tragödie,tragedy
Schließe,"fastener, buckle, clasp"
kontaktieren,to contact (establish communication with)
Fuhren,"a small town in Tandel, Luxembourg"
Oktober,October
übertrieben,exaggerated
Lohn,wage
Spaziergang,walk (trip made by walking)
genügend,"sufficient, ample"
Feige,fig
Moral,"moral, morality"
jener,"that, that one"
Warren,"Varena, Trentino, Italy"
Löwen,Louvain (a city in Belgium)
y,the letter y
Leine,"line, cord (a rope, usually relatively thin), especially"
vorfahren,to drive up
Clown,clown (male or of unspecified gender)
Spezies,species
Marsch,march
klingeln,to ring (to produce the sound of a bell or a similar sound)
stammen,"to descend, to originate, to be derived"
Zoo,zoo
kranken,"to be ailing (from), to be held back (by), to be suffering (from) [with an (+ dative)] (to struggle with a non-catastrophic but severely limiting issue)"
Box,box (cuboid container)
Japaner,Japanese (person)
bißchen,Formerly standard spelling of bisschen which was deprecated in the spelling reform (Rechtschreibreform) of 1996.
gründlich,"thorough, in-depth"
Nachbar,neighbour
Versager,"loser, failure, deadbeat (someone who fails)"
beherrschen,to master
Etage,floor
Bestand,"stock, inventory"
Gelände,"area, terrain"
Nichte,niece
Kloster,"convent, monastery, cloister"
Chip,chip
DI,initialism of Dipl.-Ing. (an abbreviation of Diplomingenieur or Diplomingenieurin.)
Sprung,"jump, leap"
losgehen,to leave
Bargeld,cash (money in the form of notes/bills and coins)
vertreten,"to step in, fill (a stead, gap)"
Lampe,"lamp, light (piece of furniture, or fixture mounted on a wall or ceiling, holding one or more electric light sockets)"
vorgehen,to walk to the front (of a room or area)
Autor,author
Trost,consolation
eröffnen,to open (to the public)
Herzog,duke
eventuell,"potential, possible, contingent, liable"
sanft,gentle
umgeben,to surround (to encircle or simultaneously extend on all sides of something)
Unschuld,innocence
Objekt,"object (inanimate being, thing)"
Frühling,spring
Sauerstoff,oxygen
Marco,a male given name from Italian
Forschung,research
hinunter,"down, downwards (from the own location downwards)"
Heilmittel,"remedy (a medicine, application, or treatment that relieves or cures a disease)"
vergehen,"to pass, to elapse"
angeln,"to angle, to fish (with a fishing rod)"
vielmals,"very much, a lot"
zuständig,"competent, cognizant (having jurisdiction or authority over a particular issue or question)"
Biest,"animal, beast, any kind but especially an annoying one, e.g. an insect, pest, aggressive dog, etc."
Verhältnis,"relation, ratio"
Zaun,fence
Butter,butter
durchgehen,to go through
bedienen,to serve
Leber,liver
Ticket,ticket
Leistung,"performance, accomplishment, achievement"
Kai,"wharf, quay"
Kabel,cable (electronic wire)
geschieden,divorced
Blutdruck,blood pressure
knacken,to make a cracking sound
Gürtel,belt (band worn around the waist)
special,obsolete spelling of spezial
Römer,Roman
Eigentum,ownership
apropos,"speaking of, apropos"
Betrieb,"operating or running a technical device, application or process, in other words planful activity under the exploitation of tools, connections and/or manpower with an inherent direction towards an economic result, industry, operation, verbal noun of betreiben"
Teenager,teenager (person between 13 and 19 years of age)
stoßen,to push
Like,"like (individual vote showing support for, or approval of, something posted on the Internet)"
respektieren,to respect
Mine,a mine
Trank,"a drink, generally mixed of several ingredients, and often for medical or magical effect"
Iris,iris
Krawatte,necktie
Hugo,"a male given name, equivalent to English Hugh or Hugo"
Stirn,"forehead, brow (often used as an indicator of emotion)"
Zettel,"a small or loose piece of paper, slip"
Nora,a female given name
Schießerei,"shootout, gunfight"
charmant,charming
Hühnchen,chicken (meat)
gespannt,"curious, excited (of a person"
Schicht,"layer, stratum, seam"
aufbauen,"to build, to construct, to erect"
begegnen,"meet, to encounter, to come across"
Natalie,a female given name
verlieben,to fall in love
infiziert,infected
lehren,"to teach (a class, a subject)"
Sektor,sector
Verspätung,"delay, lateness, late arrival"
Herzinfarkt,"myocardial infarction (necrosis of heart muscle), heart attack"
hierhin,to here (to this place)
Diebstahl,theft
Heirat,marrying
Notruf,emergency call
Single,single (45rpm vinyl record)
vergangen,"past, bygone"
Action,"action (fast-paced, often violent activity or events)"
entspannt,relaxed
Kasse,"cash register, cash box"
weggelaufen,"runaway, escaped"
Föderation,"federation (a union or alliance of organizations, both nationally and internationally)"
Master,master's degree
fabelhaft,fabulous
einsperren,"to lock up, to imprison, to jail"
Gegensatz,"opposition, antagonism"
Ralph,"a male given name from English, a less common variant of Ralf"
aussuchen,"to select, to choose, to pick"
Dreckskerl,"swine, son of a bitch, bastard"
Kissen,cushion
Ofen,clipping of Backofen (“oven”)
Philip,"a male given name, a less common variant of Philipp"
dünn,"thin, slender, slim"
Diskussion,"discussion, debate"
Football,the kind of ball used in American football
Weisheit,wisdom
mies,"mean, wretched"
Blatt,leaf (green and flat organ of a plant)
Salat,"salad (mixed, usually cold dish)"
zwanzig,twenty
durchziehen,to pass
breit,"broad, wide"
Wettbewerb,competition (contest for a prize or award)
Bewährung,parole
eigenartig,"peculiar, characteristic"
Spruch,"short saying, expression or dictum that is remembered or is meaningful in itself"
Testament,"will, testament"
Beschreibung,description
schultern,to shoulder (to carry something on one's shoulders)
Gehalt,"content, fraction (amount or percentage of some material in a mass)"
krass,"stark, extreme"
Jonas,Jonah (prophet)
schmeißen,to throw
Tarnung,camouflage
Steven,stem.
Entwicklung,evolution
Gemüse,vegetable
befehlen,to command
quietschen,to squeak
unfair,unfair
